S0,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Segmentasi Citra menggunakan Support Vector Machine (SVM) dan Ellipsoid Region Search Strategy (ERSS) Arimoto Entropy berdasarkan Ciri Warna dan Tekstur ,"Segmentasi citra merupakan suatu metode penting dalam pengolahan citra digital yang bertujuan membagi citra menjadi beberapa region yang homogen berdasarkan kriteria kemiripan tertentu. Salah satu syarat utama yang harus dimiliki suatu metode segmentasi citra yaitu menghasilkan citra boundary yang optimal.Untuk memenuhi syarat tersebut suatu metode segmentasi membutuhkan suatu klasifikasi piksel citra yang dapat memisahkan piksel secara linier dan non-linear. Pada penelitian ini, penulis mengusulkan metode segmentasi citra menggunakan SVM dan entropi Arimoto berbasis ERSS sehingga tahan terhadap derau dan mempunyai kompleksitas yang rendah untuk menghasilkan citra boundary yang optimal. Pertama, ekstraksi ciri warna dengan local homogeneity dan ciri tekstur dengan menggunakan Gray Level Co-occurrence Matrix (GLCM) yang menghasilkan beberapa fitur. Kedua, pelabelan dengan Arimoto berbasis ERSS yang digunakan sebagai kelas dalam klasifikasi. Ketiga, hasil ekstraksi fitur dan training kemudian diklasifikasi berdasarkan label dengan SVM yang telah di-training. Dari percobaan yang dilakukan menunjukkan hasil segmentasi kurang optimal dengan akurasi 69 %. Reduksi fitur perlu dilakukan untuk menghasilkan citra yang tersegmentasi dengan baik. Kata kunci: segmentasi citra, support vector machine, ERSS Arimoto Entropy, ekstraksi ciri. Abstract Image segmentation is an important tool in image processing that divides an image into homogeneous regions based on certain similarity criteria, which ideally should be meaning-full for a certain purpose. Optimal boundary is one of the main criteria that an image segmentation method should has. A classification method that can partitions pixel linearly or non-linearly is needed by an image segmentation method. We propose a color image segmentation using Support Vector Machine (SVM) classification and ERSS Arimoto entropy thresholding to get optimal boundary of segmented image that noise-free and low complexity. Firstly, the pixel-level color feature and texture feature of the image, which is used as input to SVM model (classifier), are extracted via the local homogeneity and Gray Level Co-Occurrence Matrix (GLCM). Then, determine class of classifier using Arimoto based ERSS thresholding. Finally, the color image is segmented with the trained SVM model (classifier). This image segmentation result less satisfied segmented image with 69 % accuracy. Feature reduction is needed to get an effective image segmentation. Key word: image segmentation, support vector machine, ERSS Arimoto Entropy, feature extraction."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Otomatisasi Peringkasan Dokumen Sebagai Pendukung Sistem Manajemen Surat ,"Peringkasan dokumen adalah proses penyajian kembali dokumen dalam bentuk yang lebih singkat tanpa membuang informasi penting yang terdapat dalam dokumen tersebut. Dalam penelitian ini, peneliti menggunakan metode Naive Bayes untuk menghasilkan ringkasan sebuah dokumen. Objek dalam penelitian ini berupa dokumen yang berbentuk surat. Dalam proses peringkasan dokumen, penghitungan probabilitas didasarkan pada fitur teks yang ada dalam surat, diantaranya adalah frekuensi kata, kata kunci, frase kunci, dan kata yang termasuk dalam kelas entitas atau numerik. Hasil uji coba menunjukkan bahwa tingkat kompresi adalah 53.67% dengan informasi penting yang tersedia dalam ringkasan mencapai 96.67% dari dokumen asli."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Sistem Informasi Absensi Haul Berbasis Web di Pondok Pesantren Muhyiddin Surabaya ,"Teknologi informasi saat ini telah menjadi kebutuhan bagi hampir semua instansi, baik pemerintah maupun swasta. Tak terkecuali pondok pesantren, khususnya Pondok Pesantren Muhyiddin Surabaya. Berbagai permasalahan di pondok pesantren membutuhkan bantuan teknologi informasi dalam penyelesaiannya. Salah satunya adalah permasalahan pencatatan kehadiran peserta dalam suatu acara tertentu seperti acara Haul. Haul merupakan acara tahunan yang bertujuan untuk memperingati hari lahirnya Nabi Muhammad SAW. Acara Haul di PP. Muhyiddin mendatangkan lebih dari seribu peserta yang merupakan penghafal Quran. Panitia Haul harus mengabsen peserta satu persatu serta menempatkannya ke majelis-majelis berdasarkan urutan kedatangan dan kota asal. Sistem informasi absensi yang ada masih berbasis desktop dan hanya mampu digunakan untuk mengabsen peserta saja. Sistem tersebut belum mampu melakukan pembagian majelis peserta secara otomatis. Padahal proses pembagian majelis inilah yang menyebabkan proses absensi memakan waktu lama. Oleh sebab itu, dibuatlah sebuah Sistem Informasi Absensi Haul yang berbasis web. Sistem ini diharapkan mampu untuk membuat proses absensi pada acara Haul menjadi lebih efisien. Dari hasil pengujian sistem yang telah dilakukan, dalam satu menit sistem dapat digunakan untuk mengabsen sepuluh peserta, membagi peserta tersebut ke majelis-majelis, dan mencetak kartu peserta Haul."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Permasalahan Implementasi Sistem Informasi Di Perguruan Tinggi Swasta ,"Efektivitas implementasi sistem informasi dalam proses manajemen kelembagaan sering terhambat oleh banyak faktor. Sehingga mengakibatkan transformasi business process yang diharapkan dengan sistem informasi berakselerasi dengan cepat justru mengalami kemandekan. Pada penelitian ini mengkaji permasalahan dalam impelementasi sistem informasi di perguruan tinggi swasta. Dari hasil penelitian ini menunjukkan bahwa terdapat masalah yang sifatnya teknis dan non-teknis. Masalah teknis, diantaranya adalah internet, infrastruktur jaringan, perangkat komputer dan pendukungnya, keamanan sistem, integrasi sistem, ketersediaan sistem, dan pemeliharaan Teknologi Informasi (TI). Sedangkan masalah non-teknis dalam implementasi sistem informasi di perguruan tinggi swasta, yaitu penerimaan dan partisipasi, budaya dan perilaku, sumber daya manusia, perencanaan, manajemen dan tatakelola TI, organisasi, konten sistem informasi, anggaran dan biaya, serta dukungan pimpinan dan karakter kepemimpinan. Kata kunci: sistem informasi, masalah teknis, masalah non-teknis. Abstract The effectiveness of the implementation of information systems in the process of institutional management is often hampered by many factors. Resulting in business process transformation that is expected to accelerate quickly information systems precisely to stagnate. In this research study the problems in the implementation of information systems in private colleges. From the results of this study indicate that there are problems that are both technical and non-technical. Technical problems, which are internet, network infrastructure, computers and supporters, security systems, system integration, system availability, and Information Technology (IT) maintenance. While the non-technical issues in the implementation of information systems in private colleges, namely acceptance and participation, culture and behavior, human resources, planning, management and governance of IT, organizations content of information systems, budget and cost, support leadership and character of leadership. Key word: information systems, technical issues, non-technical issues."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Prediksi Kelulusan Mata Kuliah Menggunakan Hybrid Fuzzy Inference System ,"Perguruan Tinggi merupakan salah satu institusi yang menyimpan data yang sangat informatif jika diolah secara baik. Prediksi kelulusan mahasiswa merupakan kasus di Perguruan Tinggi yang cukup banyak diteliti. Dengan mengetahui prediksi status kelulusan mahasiswa di tengah semester, dosen dapat mengantisipasi atau memberi perhatian khusus pada siswa yang diprediksi tidak lulus. Metode yang digunakan sangat bervariatif termasuk metode Fuzzy Inference System (FIS). Namun dalam implementasinya, proses pembangkitan rule fuzzy sering dilakukan secara random atau berdasarkan pemahaman pakar sehingga tidak merepresentasikan sebaran data. Oleh karena itu, dalam penelitian ini digunakan teknik Decision Tree (DT) untuk membangkitkan rule. Dari uraian tersebut, penelitian bertujuan untuk memprediksi kelulusan mata kuliah menggunakan hybrid FIS dan DT. Data yang digunakan dalam penelitian ini adalah data nilai Posttest, Tugas, Kuis, dan UTS dari 106 mahasiswa Politeknik Kediri pengikut mata kuliah Algoritma dan Struktur Data. Penelitian ini diawali dari membangkitkan 5 rule yang selanjutnya digunakan dalam inferensi. Tahap selanjutnya adalah implementasi FIS dengan tahapan fuzzifikasi, inferensi, dan defuzzifikasi. Hasil yang diperoleh adalah akurasi, sensitivitas, dan spesifisitas masing-masing adalah 94.33%, 96.55%, dan 84.21%.College is an institution that holds very informative data if it mined properly. Prediction about students graduation is a common case that many discussed. Having the predictions of students graduation in the middle semester, lecturer will anticipate or give some special attention to students who would be not passed. The method used to prediction is very varied including Fuzzy Inference System (FIS). However, fuzzy rule process is often generated randomly or based on knowledge experts that not represent the data distribution. Therefore, in this study, we used a Decision Tree (DT) technique for generate the rules. So, the research aims to predict courses graduation using hybrid FIS and DT. Dataset used is the posttest score, tasks score, quizzes score, and middle test score from 106 students of the Polytechnic Kediri who took Algorithms and Data Structures. The research started by generating 5 rules by decision tree. The next is implementation of FIS that consist of fuzzification, inference, and defuzzification. The results show that the classifier give a good result in an accuracy, sensitivity, and specificity respectively was 94.33%, 96.55% and 84.21%."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Segmentasi Pembuluh Darah Retina Pada Citra Fundus Menggunakan Gradient Based Adaptive Thresholding Dan Region Growing ,"Segmentasi pembuluh darah pada citra fundus retina menjadi hal yang substansial dalam dunia kedokteran, karena dapat digunakan untuk mendeteksi penyakit, seperti: diabetic retinopathy, hypertension, dan cardiovascular. Dokter membutuhkan waktu sekitar dua jam untuk mendeteksi pembuluh darah retina, sehingga diperlukan metode yang dapat membantu screening agar lebih cepat.Penelitian sebelumnya mampu melakukan segmentasi pembuluh darah yang sensitif terhadap variasi ukuran lebar pembuluh darah namun masih terjadi over-segmentasi pada area patologi. Oleh karena itu, penelitian ini bertujuan untuk mengembangkan metode segmentasi pembuluh darah pada citra fundus retina yang dapat mengurangi over-segmentasi pada area patologi menggunakan Gradient Based Adaptive Thresholding dan Region Growing.Metode yang diusulkan terdiri dari 3 tahap, yaitu segmentasi pembuluh darah utama, deteksi area patologi dan segmentasi pembuluh darah tipis. Tahap segmentasi pembuluh darah utama menggunakan high-pass filtering dan tophat reconstruction pada kanal hijau citra yang sudah diperbaiki kontrasnya sehingga lebih jelas perbedaan antara pembuluh darah dan background. Tahap deteksi area patologi menggunakan metode Gradient Based Adaptive Thresholding. Tahap segmentasi pembuluh darah tipis menggunakan Region Growing berdasarkan informasi label pembuluh darah utama dan label area patologi. Hasil segmentasi pembuluh darah utama dan pembuluh darah tipis kemudian digabungkan sehingga menjadi keluaran sistem berupa citra biner pembuluh darah. Berdasarkan hasil uji coba, metode ini mampu melakukan segmentasi pembuluh darah retina dengan baik pada citra fundus DRIVE, yaitu dengan akurasi rata-rata 95.25% dan nilai Area Under Curve (AUC) pada kurva Relative Operating Characteristic (ROC) sebesar 74.28%.  Kata Kunci: citra fundus retina, gradient based adaptive thresholding, patologi, pembuluh darah retina, region growing, segmentasi.Segmentation of blood vessels in the retina fundus image becomes substantial in the medical, because it can be used to detect diseases, such as diabetic retinopathy, hypertension, and cardiovascular. Doctor takes about two hours to detect the blood vessels of the retina, so screening methods are needed to make it faster. The previous methods are able to segment the blood vessels that are sensitive to variations in the size of the width of blood vessels, but there is over-segmentation in the area of pathology. Therefore, this study aims to develop a segmentation method of blood vessels in retinal fundus images which can reduce over-segmentation in the area of pathology using Gradient Based Adaptive Thresholding and Region Growing. The proposed method consists of three stages, namely the segmentation of the main blood vessels, detection area of pathology and segmentation thin blood vessels. Main blood vessels segmentation using high-pass filtering and tophat reconstruction on the green channel which adjusted of contras image that results the clearly between object and background. Detection area of pathology using Gradient Based Adaptive thresholding method. Thin blood vessels segmentation using Region Growing based on the information main blood vessel segmentation and detection of pathology area. Output of the main blood vessel segmentation and thin blood vessels are then combined to reconstruct an image of the blood vessels as output system.This method is able to segment the blood vessels in retinal fundus images DRIVE with an accuracy of 95.25% and the value of Area Under Curve (AUC) in the relative operating characteristic curve (ROC) of 74.28%.Keywords: Blood vessel, fundus retina image, gradient based adaptive thresholding, pathology, region growing, segmentation."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Pengenalan Angka Pada Sistem Operasi Android Dengan Menggunakan Metode Template Matching ,"Usia dini merupakan usia yang efektif untuk mengembangkan berbagai potensi yang dimiliki oleh anak. Upaya pengembangan potensi dapat dilakukan melalui berbagai cara termasuk dengan cara bermain. Bermain bagi anak merupakan cara yang tepat untuk belajar. Berdasarkan fenomena tersebut, maka perlu dibuat sebuah aplikasi pengenalan angka yang interaktif dengan unsur edukasi. Aplikasi tersebut diharapkan dapat mengambil keputusan secara otomatis apa yang ditulis anak itu bernilai benar atau salah dan juga dapat membangkitkan semangat belajar anak dalam mengenal pola angka. Solusi yang sesuai agar aplikasi tersebut dapat memberikan jawaban salah atau benar digunakan satu metode yaitu template matching. Pengenalan angka dengan menggunakan metode template matching dilakukan dengan cara membandingkan citra masukan dengan citra template. Hasil template matching dihitung dari banyaknya titik pada citra masukan yang sesuai dengan citra template. Template disediakan pada database untuk memberikan contoh cara penulisan pola angka. Uji coba dilakukan pada aplikasi sebanyak 40 kali dengan pola yang berbeda. Dari hasil uji coba didapat prosentase keberhasilan aplikasi ini mencapai 75,75%.Kata kunci:Belajar, bermain, Template Matching, dan pola.Early childhood is an effective age to develop the potential of the child. Potential development efforts can be done through various ways, including by playing. Playing for children is a great way to learn. Based on this phenomenon, it should be made an introduction to the numbers interactive application with elements of education. The application is expected to take decisions automatically what the child is written is true or false, and also can encourage a childs learning in recognizing number patterns. Appropriate solutions so that the app can give an answer right or wrong to use the methods that template matching. The introduction of the numbers by using template matching is done by comparing the input image with the image of the template. Template matching results are calculated from the number of points in the input image corresponding to the image of the template. Templates are provided in the database to provide an example of how to write a pattern of numbers. Tests performed on the application as much as 40 times with differentpatterns. From the test results obtained percentage of success of these applications reached 75.75%.Keywords: Early age, playing, study,Template Matching."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Upaya Peningkatan Pelayanan Administrasi Kependudukan Menggunakan Teknologi Informasi: Rancang Bangun Sistem Informasi di Desa Sumbermulyo Kecamatan Jogoroto Kabupaten Jombang ,"Desa adalah unit terkecil pemerintahan yang secara hukum diakui oleh pemerintah Indonesia. Salah satu tugas pemerintahan desa adalah memberikan pelayanan administrasi kepada penduduknya. Akan tetapi, pelayanan ini masih belum sesuai dengan harapan masyarakat karena aparat desa masih menggunakan cara manual untuk mengolah data. Penelitian ini berupaya untuk mencari solusi untuk meningkatkan pelayanan administrasi di Desa Sumbermulyo, khususnya masalah kependudukan. Dari hasil penelitian, Desa Sumbermulyo membutuhkan sistem informasi untuk mempermudah pengolahan data kependukan. Untuk itu sebuah sistem administrasi kependudukan dibuat dengan menggunakan bahasa pemprograman Microsoft Visual Basic.Net 2008 dan sistem manajemen basis data MySQL untuk pengolahan datanya. Perangkat lunak ini mampu menghasilkan aplikasi berbasis grafis dan berjalan di sistem operasi Windows. Oleh karena itu, sistem informasi diharapkan akan mudah untuk diterapkan dan digunakan oleh aparat desa.A Village as the smallest unit of authority which is legally recognized by Indonesian government obligated to serve its citizens. Unfortunately, public administrasion, especially demographic data, in Desa Sumbermulyo is very poor since its officers remain use manual procedure in daily services. This research found that Desa Sumbermulyo requires improving its services through information sytem implementation. Microsoft Visual Basic.Net 2008 and MySQL software can be utilized to create public administration information sistem. These software are be able to produce an application based on graphical user interface (GUI) and run in Windows operating sistem. Therefore, that information sistem will be simple to implement as well as simple to use."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Extreme Programming untuk rancang bangun aplikasi pengelolaan surat keterangan kependudukan ,"Extreme Programming(XP) dapat diterapkan untuk membangun aplikasi pengelolaan surat keterangan kependudukan,agar surat dapat dikelola untuk didokumentasikan dan dilakukan rekapitulasi laporan, karena pengelolaan surat pada saat ini rentan rusak atau hilang. Rancang bangun perangkat lunak menyesuaikan tahapan pada XP. Perencanaan dan perancangan yang dilakukan untuk menghasilkan pengkodean yang kemudian diujikan menggunakan black-box. Pengujian dilakukan pada fitur aplikasi untuk mengelola surat seperti menyimpan data maupun mencetak untuk keperluan pada kantor lurah Rantau Pulut,dan menunjukkan bahwa fungsionalitas dapat sesuai dengan hasil yang diharapkan. Aplikasi yang dibangun dapat diimplementasikan dengan menerapkan metode XP.Extreme Programming can be applied to build management application of certificate so that theletter can be managed to be documented and done report recapitulation because the management of the letter are vulnerable to damage or disappear. Software design adjusts the stages in extreme programming. Planning and design is done to generate the coding which is then tested using black-box. Tests are performed on existing features of the application to letter manage as to save or print to necessities at Rantau Pulut village office and show that the functionality can match the expected results. Applications built can be implemented by applying the Extreme Programming method."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Prediction of Increasing Production Activities using Combination of Query Aggregation on Complex Events Processing and Neural Network ,"Produksi,order, penjualan, dan pengiriman adalah serangkaianeventyang saling terkait dalam industri manufaktur. Selanjutnya hasil darieventtersebut dicatat dalamevent log.Complex Event Processingadalah metode yang digunakan untuk menganalisis apakah terdapat pola kombinasi peristiwa tertentu (peluang/ancaman) yang terjadi pada sebuah sistem, sehingga dapat ditangani secara cepat dan tepat. Jaringan saraf tiruan adalah metode yang digunakan untuk mengklasifikasi data peningkatan proses produksi. Hasil pencatatan rangkaian proses yang menyebabkan peningkatan produksi digunakan sebagai data latih untuk mendapatkan fungsi aktivasi dari jaringan saraf tiruan. Penjumlahan hasil catatanevent logdimasukkan keinputjaringan saraf tiruan untuk perhitungan nilai aktivasi. Ketika nilai aktivasi lebih dari batas yang ditentukan, maka sistem mengeluarkan sinyal untuk meningkatkan produksi, jika tidak, sistem tetap memantau kejadian. Hasil percobaan menunjukkan bahwa akurasi dari metode ini adalah 77% dari 39 rangkaian aliran event.Kata kunci:complex event processing, event, jaringan saraf tiruan, prediksi peningkatan produksi, proses.Productions, orders, sales, and shipments are series of interrelated events within manufacturing industry. Further these events were recorded in the event log. Complex event processing is a method that used to analyze whether there are patterns of combinations of certain events (opportunities / threats) that occur in a system, so it can be addressed quickly and appropriately. Artificial neural network is a method that we used to classify production increase activities. The series of events that cause the increase of the production used as a dataset to train the weight of neural network which result activation value. An aggregate stream of events inserted into the neural network input to compute the value of activation. When the value is over a certain threshold (the activation value results from training process), the system will issue a signal to increase production, otherwise system will keep monitor the events. Experiment result shows that the accuracy of this method is 77% for 39 series of event streams.Keywords:complex event processing, event, neural networks, process, production increase prediction."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Game Design Document Format For Video Games With Passive Dynamic Difficulty Adjustment ,"Permainan video adalah perangkat lunak hiburan, sehingga kepuasan pemainnya adalah tolok ukur utama kualitasnya. Satu elemen penting dari kepuasan pemain adalah tingkat kesulitan yang tepat, yang tidak terlalu mudah maupun sukar. Dewasa ini, cara termutakhir untuk menerapkan tingkat kesulitan yang tepat adalah Pengaturan Kesulitan Dinamis (PKD), yang dapat memodifikasi tingkat kesulitan permainan pada saat run-time. Tipe PKD yang paling populer pada saat ini adalah PKD pasif. Di sisi lain, Dokumen Desain Permainan (DDP) adalah artefak penting dalam pengembangan perangkat lunak permainan video, dan belum ditemukan format DDP yang mendukung perancangan mekanisme PKD pasif. Tujuan penelitian ini adalah menemukan format DDP baru yang mendukung perancangan tersebut. Kami memodifikasi sebuah format DDP yang bersifat umum dengan menambahkan bagian-bagian baru untuk perancangan mekanisme PKD pasif. Format hasil modifikasi tersebut diuji dalam proses pengujian yang melibatkan sejumlah pengembang dan sejumlah pemain. Para pengembang mengembangkan sejumlah permainan video menggunakan format DDP yang dimodifikasi dan format yang umum. Proses pengembangan yang mereka jalani diamati dan dinilai kelancarannya. Permainan-permainan video yang dihasilkan dengan kedua format DDP dimainkan oleh para pemain untuk menguji kualitas mekanisme PKD pasifnya. Hasil pengujian oleh para pengembang menyatakan bahwa format DDP yang dimodifikasi lebih baik dari format yang umum. Hasil pengujian oleh para pemain menunjukkan keunggulan permainan-permainan video yang dihasilkan dengan format DDP yang dimodifikasi, walau keunggulan itu tidak signifikan. Berdasarkan hasil tersebut, kami menyatakan bahwa format DDP yang dimodifikasi berhasil mencapai tujuannya.Kata kunci: permainan video, rekayasa kebutuhan, Pengaturan Kesulitan Dinamis, dokumen desain permainan, pengembangan perangkat lunak.Video game is a type of entertainment software, and therefore the satisfaction of its players is the primary mean to measure its quality. One important element of players satisfaction is a proper difficulty level, which is neither too easy nor too hard. The current state-of-the-art way to implement it is with Dynamic Difficulty Adjustment (DDA), which allows the difficulty level of a video game to be adjusted at run-time. Currently, the most popular type of DDA is the passive one. Meanwhile, Game Design Document (GDD) is an important artefact in the development process of a video game software, and there is still no GDD format that supports the design of passive DDA mechanism. The aim of this research was to find a new GDD format that supports the mechanism. We modified a general purpose GDD format by adding new parts for designing passive DDA mechanism. We tested the usefulness of the modified format in a testing process involving developers and players. The developers developed video games using the modified GDD format and the general purpose one. Their development processes were observed and evaluated to know if there were any difficulties. The resulting video games were played by the players to find which are better in terms of passive DDA mechanism. The result of developer testing showed that the modified format is better than the general purpose one. The result of player testing showed that the video games made with the modified format are better than their counterparts, albeit by an insignificant margin. Based on the results, we declare that the modified GDD format is successful.Keywords: Video game, requirement engineering, game design document, dynamic difficulty adjustment, software development."
